epoch,train_loss,train_cloud_loss,train_heavy_loss,lr,val_model_mae,val_model_cloud_mae,val_model_light_cloud_mae,val_model_medium_cloud_mae,val_model_heavy_cloud_mae,val_raw_cloud_mae,val_t0_mae,val_t0_cloud_mae,val_t0_light_cloud_mae,val_t0_medium_cloud_mae,val_t0_heavy_cloud_mae,val_rmse,val_psnr,val_cloud_fraction,val_heavy_fraction
34,0.020779156886419514,0.011938546572613026,0.011985282958751972,3.0887794225945154e-05,0.009101551773104196,0.01197272883534121,0.009834819754663235,0.018182942488541205,0.015062005967711624,0.016321696321635198,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013827043798907349,37.36304004987081,0.1424314754937465,0.07678135236104329
35,0.021921837297365226,0.012529324526137012,0.012555123685160652,2.8549663646838724e-05,0.009060409278996909,0.0119187569944188,0.009919600823195651,0.018510721672403935,0.016207365233086697,0.017116052981388446,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013818598915046701,37.36295302708944,0.1424314754937465,0.07678135236104329
36,0.020975741272801923,0.012143133989714746,0.011969493090873584,2.6315920461308974e-05,0.009103876810210446,0.011799806117778644,0.010008790326537564,0.01812047399774504,0.014942716007404353,0.014944671895743037,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013662224189223101,37.4676399230957,0.1424314754937465,0.07678135236104329
37,0.021592573388867702,0.012340199275058694,0.012052957497265501,2.4195380233209022e-05,0.009156319167232141,0.01195202778520373,0.010043090199663615,0.018036192321839433,0.014826485492370051,0.016006196829645585,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013746636783859381,37.41089963912964,0.1424314754937465,0.07678135236104329
38,0.02088692156636777,0.011928653994497532,0.011938768214046528,2.2196411766036502e-05,0.00890526719740592,0.011278176156338304,0.009610005305148661,0.017215199264076848,0.014572485431056955,0.014488596478865171,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.01343010717149203,37.61215090751648,0.1424314754937465,0.07678135236104329
39,0.021464160934556276,0.012254887080416665,0.012083321354111831,2.03269040750895e-05,0.008891677639136711,0.011266750739499306,0.00964690295707745,0.01731396935065277,0.014072583598570654,0.015523594222031534,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013497503163913885,37.560414950052895,0.1424314754937465,0.07678135236104329
40,0.020909545386530226,0.011888184684115307,0.011826393423082967,1.8594235253127378e-05,0.009011119798136255,0.01148742376244627,0.009865465515758842,0.017531909650036443,0.014005902208104406,0.014912167515528077,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013561449595727026,37.52160954475403,0.1424314754937465,0.07678135236104329
41,0.020645300700077012,0.011826946813622877,0.011886513352692418,1.700524335240934e-05,0.00889767543412745,0.01131074340082705,0.00956747269568344,0.017006175078374024,0.014080511178294926,0.01498956601911535,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.01348104925515751,37.57138578097025,0.1424314754937465,0.07678135236104329
42,0.020816235951012157,0.011845516190684672,0.01191141680222548,1.5566199398026146e-05,0.008999982994282618,0.011399527516914532,0.009857157837056244,0.016920081106945872,0.01375296290801919,0.015416488856620466,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013500898766020933,37.570942322413124,0.1424314754937465,0.07678135236104329
43,0.021015720056311693,0.012033259799864027,0.011756244567247146,1.4282782639029135e-05,0.009047644377763694,0.011693492570581535,0.009729175159009174,0.01754738010155658,0.014446037254579689,0.014118977541026348,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.01356295197426031,37.52336184183756,0.1424314754937465,0.07678135236104329
44,0.02063138459804274,0.011863165209433646,0.012294790104230438,1.3160058135028695e-05,0.009032828898246711,0.011603357299463823,0.00996305602408635,0.017838546773418784,0.014196805944463806,0.014038488016619036,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013640817914468547,37.474181254704796,0.1424314754937465,0.07678135236104329
45,0.020879440590457914,0.01199053273012396,0.011965066124806375,1.2202456766718095e-05,0.008912799860506007,0.01123716882041966,0.009618376643629745,0.01695339759074462,0.013573421327316242,0.013992892432725057,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013398033295137187,37.63021032015482,0.1424314754937465,0.07678135236104329
46,0.020068230063770898,0.011501459490924995,0.011444589355354159,1.1413757749211609e-05,0.009043929332013553,0.011860025794400523,0.00992633862188086,0.018679070005115744,0.01636900580690607,0.015613399989282092,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013792165399839481,37.38818939526876,0.1424314754937465,0.07678135236104329
47,0.019956414471380413,0.011419287684475421,0.011443849737285442,1.0797073717209009e-05,0.008957955850443492,0.011719481932232156,0.009753125486895442,0.018494976829970255,0.015966113393559404,0.01706814676678429,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013744525184544424,37.411498149236046,0.1424314754937465,0.07678135236104329
48,0.020634467706258874,0.011820962451262554,0.011791502152846078,1.0354838440848501e-05,0.008867379539879039,0.01116974166749666,0.009637640866761407,0.017499048544171576,0.01393636897125322,0.014411003037821501,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013445606746245176,37.59336368242899,0.1424314754937465,0.07678135236104329
49,0.02086902826219254,0.011965121989608937,0.011724936795872054,1.0088797220727781e-05,0.008885909124122312,0.011147152283228934,0.009627087546202043,0.01676785427844152,0.013635839679804833,0.013841110107023269,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013385269325226545,37.6394993464152,0.1424314754937465,0.07678135236104329
50,0.01996619636580969,0.011429283372005253,0.011357483814814865,1e-05,0.00899736579352369,0.011563925159862265,0.009858879609964788,0.017632422095630318,0.014906893782925023,0.014589616485560933,0.028667232293325167,0.07957224227720872,0.011420122881342346,0.027834962772127863,0.12568871049291414,0.013617523577219496,37.494330167770386,0.1424314754937465,0.07678135236104329
