epoch,train_loss,train_cloud_loss,train_heavy_loss,train_recon_loss,train_adv_loss,lr,val_model_mae,val_model_cloud_mae,val_model_light_cloud_mae,val_model_medium_cloud_mae,val_model_heavy_cloud_mae,val_raw_cloud_mae,val_t0_mae,val_t0_cloud_mae,val_t0_light_cloud_mae,val_t0_medium_cloud_mae,val_t0_heavy_cloud_mae,val_rmse,val_psnr,val_cloud_fraction,val_heavy_fraction
22,0.14959416533626305,0.6459443201456452,0.02360273521359583,0.0399699238720738,2.192484795455433,8.55460335489824e-05,0.010106995468959212,0.015162169089308009,0.009149789742271727,0.01951658339627708,0.021865109346159126,0.03450427941667537,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015472993953153491,36.458359360694885,0.1424314754937465,0.07678135236104329
23,0.15423856499546673,0.6025886413262924,0.023601831003664604,0.040446211600889605,2.2758470257637478,8.422516217485829e-05,0.01049606620411699,0.016124075977131724,0.009704918503606072,0.02217154810205102,0.025055470673934273,0.03898965423771491,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.016148654045537114,36.09001211325327,0.1424314754937465,0.07678135236104329
24,0.15050627533249403,0.6395633790283076,0.022625911483676948,0.03876807652947415,2.2347639375317763,8.285922771894254e-05,0.011056470801122487,0.01760267763165757,0.010359454715702062,0.02233975533939277,0.024255491226263668,0.046008401666767895,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.016912309530501563,35.71139578024546,0.1424314754937465,0.07678135236104329
25,0.16666367650517108,0.543997654668298,0.02168714337434115,0.03725321794869766,2.5882091354045165,8.145033635316131e-05,0.010552626724044481,0.016189202084206045,0.010094173902568096,0.025151867962752778,0.024946712099177683,0.04068945967204248,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.01615731295896694,36.00765744845072,0.1424314754937465,0.07678135236104329
26,0.17771313964476576,0.6509960735638742,0.02170897665079489,0.03741809414107896,2.805900867007343,8.000066048588211e-05,0.010826687978502983,0.01688210498347568,0.010233986598905176,0.02650585110920171,0.026655795083016805,0.03896155551774427,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.016834663906289887,35.759011030197144,0.1424314754937465,0.07678135236104329
27,0.16839889474310135,0.6229183945555027,0.02206527122204231,0.03805197597830556,2.60693834052654,7.851243541221771e-05,0.010907748762595778,0.017380639056985576,0.01039265399837556,0.02549657258593167,0.02575554759444102,0.04779033190182721,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.016699851180116337,35.76516040166219,0.1424314754937465,0.07678135236104329
28,0.1818560871130709,0.5651778638014852,0.022604607636215707,0.038488914341238946,2.8673434089032526,7.698795586736299e-05,0.01010993352974765,0.014823869336396456,0.009362505263804147,0.018215893457333248,0.020545336964499693,0.03155472180029998,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015220457435740778,36.60362331072489,0.1424314754937465,0.07678135236104329
29,0.20013656446826644,0.6940676090713774,0.02214809917859384,0.03780242894572439,3.246682650921381,7.542957248827961e-05,0.009739899425767362,0.014162823771281788,0.00900497466015319,0.021258148403527837,0.021562357817816992,0.029914272842385497,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.01510425852999712,36.657898585001625,0.1424314754937465,0.07678135236104329
30,0.16812037669296842,0.6614188089418652,0.021764583477003423,0.037356025827951576,2.615286971885022,7.383968818918428e-05,0.010141351551283151,0.014747131654682258,0.009632040125628313,0.021297792224989582,0.02113078619636919,0.03532154301259046,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015514947920261571,36.42560760180155,0.1424314754937465,0.07678135236104329
31,0.16606815704532588,0.7381727942641495,0.020738998266703373,0.035436316987519,2.6126367589846873,7.222075445642905e-05,0.010441583940216029,0.015626172729146976,0.01013436670958375,0.022640519969475765,0.02343289450863781,0.033979854468877115,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015815972272927564,36.229110876719155,0.1424314754937465,0.07678135236104329
32,0.18924609118403168,0.659707532089063,0.021157542207826435,0.036870054216706194,3.047520686139857,7.057526756848719e-05,0.00999977090395987,0.01464837285069128,0.009471743872078756,0.020405015423117828,0.019695153034737577,0.032727316895034164,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015297568616612503,36.51213757197062,0.1424314754937465,0.07678135236104329
33,0.1878699086907242,0.630515552114351,0.020255654300854076,0.0355513512234514,3.0463710998265014,6.890576474687264e-05,0.00965744771140938,0.013800128401877979,0.008995714849637201,0.01918974412061895,0.01988145129998093,0.026888396639454488,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014797542224793384,36.834520975748696,0.1424314754937465,0.07678135236104329
34,0.19122975084853047,0.6622646340480666,0.020051943685151247,0.03423277401937715,3.1399394690730937,6.721482024392836e-05,0.009690766775747761,0.01368276608021309,0.009015482384711504,0.018044579851751525,0.02074505121487638,0.02732658510406812,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014747248710288355,36.91752771536509,0.1424314754937465,0.07678135236104329
35,0.17778330497579495,0.7667321750674697,0.02105646819654794,0.03626287894682415,2.8304084698817555,6.550504137351577e-05,0.010842975665582344,0.01689738417432333,0.010221543430816382,0.024295400032618392,0.0254494642595882,0.03973899667228883,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.0168068425070184,35.77322765191396,0.1424314754937465,0.07678135236104329
36,0.19137633392044032,0.6163661101345497,0.020158457000434282,0.03462179915004526,3.135090641567634,6.37790644907258e-05,0.009559872162450725,0.013599136136084175,0.008842186313510561,0.018819586858929444,0.02047993123288388,0.02798344559657077,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014622654959869882,36.9338626464208,0.1424314754937465,0.07678135236104329
37,0.21067195861178334,0.6096560777853787,0.020777703978941037,0.036626144666418746,3.4809162186635754,6.203955092681042e-05,0.010267207476620873,0.015441350658268979,0.00977301774158453,0.02113913350816195,0.02215227125334027,0.04412867435409377,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015840161746988695,36.25131539503733,0.1424314754937465,0.07678135236104329
38,0.24573965751672708,0.5246890682316613,0.020113826062394462,0.03450134887437647,4.224766091820736,6.0289182885602724e-05,0.009971920129222175,0.014632474417643001,0.009313141180124754,0.019725738908164203,0.021639887466216864,0.03235856560058892,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014936163420012841,36.70782343546549,0.1424314754937465,0.07678135236104329
39,0.22962112223467557,0.6695572557740282,0.01989702986187088,0.03484011934779119,3.8956199943780425,5.853065930775305e-05,0.009550108128072074,0.013499614355775217,0.008843610858699927,0.01865298211729775,0.019246348270984447,0.02765140833798796,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014436169837911924,37.025096813837685,0.1424314754937465,0.07678135236104329
40,0.22398703924894411,0.6791690631031694,0.020087751089401234,0.03519420087104663,3.775856704267426,5.676669170915811e-05,0.010317867301637307,0.015227777243126184,0.009946960364080345,0.02216962007029603,0.022799030381619283,0.03795940902394553,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.016043309898426134,36.104916055997215,0.1424314754937465,0.07678135236104329
41,0.2174839385212787,0.6988778685238989,0.019864164908843424,0.03431095548269999,3.663459585823754,5.5000000000000016e-05,0.009962475528785339,0.014690302525802204,0.009414177581978342,0.022206671031502385,0.022624804881279884,0.03373378107789904,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015512410337881496,36.407885471979775,0.1424314754937465,0.07678135236104329
42,0.1834440809179796,0.7076510148663147,0.020471958256772876,0.03499751083048371,2.9689313570476465,5.323330829084194e-05,0.009648035484133288,0.013816029124427587,0.008925207269688448,0.019313949548328917,0.021009602138529652,0.03115984397785117,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014783598599024117,36.87235530217489,0.1424314754937465,0.07678135236104329
43,0.19837562949881735,0.6890093901080642,0.020252508112510743,0.03514204078965122,3.2646717136740335,5.1469340692247e-05,0.009585615266890576,0.013582309281143049,0.008809504414481731,0.017952756703986477,0.020568183177839153,0.028886154002975672,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014516179411051175,37.03842035929362,0.1424314754937465,0.07678135236104329
44,0.19494403576876115,0.6918880388924057,0.021588387433439493,0.035646828669996466,3.185944089800008,4.9710817114397334e-05,0.009682601288659498,0.01390498133453851,0.008971781460180258,0.019948105288979907,0.020594566280994077,0.03038575496369352,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015010226867161691,36.73707342147827,0.1424314754937465,0.07678135236104329
45,0.20758895431208657,0.6598038455216132,0.02024424372514962,0.03464579462646119,3.4588631216975045,4.796044907318965e-05,0.00957304243153582,0.013631175291569283,0.008852828167922175,0.01835852921552335,0.020328624821875408,0.029185234025741618,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014547139270386348,36.98379476865133,0.1424314754937465,0.07678135236104329
46,0.2013727269610778,0.6959926943654864,0.019548953213719262,0.03332537589934267,3.360946955891753,4.6220935509274256e-05,0.009728177140156427,0.014476899086730555,0.0089702738817626,0.02151883717548723,0.022942440483071234,0.031079627845125895,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015165373585963001,36.61471303304037,0.1424314754937465,0.07678135236104329
47,0.19441407794996243,0.6556760722138885,0.019917619705059526,0.03384312198128706,3.211419041569267,4.449495862648428e-05,0.009345592465251684,0.01318187541134345,0.008655367011670023,0.0195076393817241,0.020616112691957667,0.025482550670858473,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.01454022916732356,36.985212882359825,0.1424314754937465,0.07678135236104329
48,0.21246330493643958,0.6556016659395331,0.020228477028770914,0.03488306600047508,3.5516047159550603,4.278517975607167e-05,0.009574521420290694,0.014045954769244418,0.008633948794643706,0.019168477136796962,0.021746619614651023,0.02614270630874671,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014742832475652298,36.865179340044655,0.1424314754937465,0.07678135236104329
49,0.20865487886961395,0.6704545286290037,0.020675427910949413,0.03573323202726897,3.4584328662337307,4.109423525312739e-05,0.009987158642616123,0.014867525916391363,0.009115024974259237,0.01975180146594842,0.024923690483378974,0.03173950382430727,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015443412063177675,36.61847925186157,0.1424314754937465,0.07678135236104329
50,0.328770578125841,0.16859768027249325,0.023235964654304553,0.0392608571855817,5.790194313745208,3.942473243151285e-05,0.009996844475002339,0.014910766098182648,0.009397148591233417,0.02153781968324135,0.023193152763111437,0.032759440112082906,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015570741864697387,36.35310777028402,0.1424314754937465,0.07678135236104329
51,0.27985083594103344,0.5400129828508398,0.020593998964614002,0.03535196547939753,4.889977323848143,3.777924554357098e-05,0.009748578605164463,0.014415713395768156,0.009088564140256494,0.020403740539525945,0.021731266508931698,0.027590135287027806,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014963645759659508,36.70805152257284,0.1424314754937465,0.07678135236104329
52,0.23624694338650443,0.7237079253741285,0.01948111875753966,0.033843248238554224,4.04807383166614,3.6160311810815774e-05,0.00965945003554225,0.01404699140888018,0.009005411275817702,0.02021629425386588,0.02175539275428847,0.026698516177323956,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014819879259448498,36.80746531486511,0.1424314754937465,0.07678135236104329
53,0.2161343558206378,0.6838234101279946,0.019625728461202623,0.03395789054290314,3.6435292577431633,3.4570427511720424e-05,0.009860642797624072,0.014396293544753766,0.00923949247226119,0.020801647973712534,0.021418377949410806,0.026501939030519377,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015284593605125943,36.557084798812866,0.1424314754937465,0.07678135236104329
54,0.21182668334949994,0.7036224095500074,0.020057701027932733,0.03477126885748779,3.541108206993613,3.301204413263705e-05,0.00974503355488802,0.01411456423617589,0.009233544047068184,0.0205163958016783,0.02112538098236141,0.03081201942404732,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014951241377275437,36.69013524055481,0.1424314754937465,0.07678135236104329
55,0.22383048333237335,0.6954885221975928,0.019718338275803642,0.03410111054108711,3.7945873884834023,3.148756458778233e-05,0.009468010946875438,0.013356844729666287,0.008883714287852248,0.018681840777086716,0.020291031044705407,0.026957561979846407,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014486127765849233,36.99796203772227,0.1424314754937465,0.07678135236104329
56,0.22676755171414698,0.6632865844271691,0.019613416165763436,0.033761639334746484,3.860118175388076,2.999933951411792e-05,0.009548411724002412,0.013463776636247834,0.009091853018617257,0.019759542172929894,0.02011168048636097,0.02917215509417777,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014622482471168041,36.89285111427307,0.1424314754937465,0.07678135236104329
57,0.2168508171889698,0.6913111831039108,0.01959700916268048,0.033752802628441714,3.6619602320509634,2.8549663646838737e-05,0.00966245539408798,0.013891810502779359,0.008991930100213116,0.019315300955592345,0.020798290026900562,0.026523522508796304,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014714381579930583,36.85965474446615,0.1424314754937465,0.07678135236104329
58,0.20308194023285372,0.687414300791867,0.019287465505234042,0.033811270952962026,3.3854133282117496,2.7140772281057505e-05,0.00946683562748755,0.013454257578511411,0.008820708074684566,0.019200380619925756,0.02059102795370247,0.025544533292607714,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.01442559523275122,37.002400636672974,0.1424314754937465,0.07678135236104329
59,0.21481683521900172,0.7161545085835618,0.01936811018458684,0.03394580971750353,3.6174204578646822,2.5774837825141764e-05,0.009677247115178034,0.01360009066411294,0.009269982556967685,0.01904250541701913,0.019890452993264342,0.027974719647318125,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014752276862661043,36.85067729155222,0.1424314754937465,0.07678135236104329
60,0.1993765566633859,0.7164451030662349,0.0195256028540219,0.03400542793679051,3.307422516471282,2.4453966451017655e-05,0.009799233210893968,0.014486776606645435,0.009075092646526173,0.020007465306359034,0.022666380092825577,0.03033822908764705,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015118989200952152,36.634097496668495,0.1424314754937465,0.07678135236104329
61,0.21566281745617744,0.6929637464972984,0.02006818004520028,0.03452193281797614,3.6228176312073024,2.3180194846605388e-05,0.0096441492496524,0.01379853516118601,0.008982991227336848,0.01833359794303154,0.020268522830599028,0.02901124905717249,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014633321571939936,36.90791654586792,0.1424314754937465,0.07678135236104329
62,0.19995385743580604,0.6607116838701282,0.019661602592047227,0.03351556119741872,3.3287658638349362,2.1955487075394167e-05,0.009665253504257029,0.013813172777493795,0.009217392837551111,0.019145543143774073,0.020599628140663972,0.028274918634754915,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014713055667622635,36.84433929125468,0.1424314754937465,0.07678135236104329
63,0.2087485349208388,0.7122832770749786,0.019449862354425324,0.03333406640983109,3.508289333052744,2.0781731547998627e-05,0.009599790442734957,0.013764418283244595,0.009104515348250667,0.020399716469304014,0.02106049385569666,0.035024783321811505,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014857709601831933,36.767215172449745,0.1424314754937465,0.07678135236104329
64,0.22634008373521888,0.667651911360584,0.018710898750214255,0.032495469652834195,3.8768922150369085,1.966073811036649e-05,0.009539844953299811,0.013675201936469724,0.008877452986780554,0.020095208601560444,0.020741813563053376,0.02774855288832138,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014791304478421807,36.82862218221029,0.1424314754937465,0.07678135236104329
65,0.22461272211997615,0.6673735652126046,0.01936869038157359,0.033934149534616154,3.8135713838519223,1.8594235253127385e-05,0.009492269814169655,0.013416339420170212,0.008827674794398868,0.01864738459698856,0.020133907147480742,0.025151849006457876,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014564545805721233,36.96112596988678,0.1424314754937465,0.07678135236104329
66,0.22952674627352584,0.6266915212841013,0.019969936041889014,0.034660801034381926,3.897318843779734,1.7583867446385488e-05,0.009596076823072508,0.013662254728842527,0.008991665507589156,0.018831020589762677,0.02131983434336017,0.027257566146242123,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014639090203369657,36.91526174545288,0.1424314754937465,0.07678135236104329
67,0.21315900439609928,0.6089138470946031,0.020240842802498566,0.0346342130942503,3.5704957702355387,1.6631192604065865e-05,0.009771199722308666,0.014180307586987814,0.009219113465708991,0.019348005725381274,0.020506149410958522,0.033134719085258744,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015147219722469648,36.603443463643394,0.1424314754937465,0.07678135236104329
68,0.21565943820072184,0.6358998088257977,0.018938819081085967,0.033585671888431534,3.641475264864615,1.5737679681724147e-05,0.010273710096953437,0.015611960746658346,0.009941384031359727,0.021892106024703633,0.022788579464363662,0.0420715020930705,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.015742919737628352,36.24698837598165,0.1424314754937465,0.07678135236104329
69,0.21388373755811094,0.6625384093481443,0.019851390359690413,0.033686751638015267,3.603939664523447,1.4904706411523457e-05,0.0094720822526142,0.01340428645683763,0.008800604370965933,0.01793652039486915,0.02041566546034554,0.024583849144012977,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014407785648169616,37.038812001546226,0.1424314754937465,0.07678135236104329
70,0.20709521383105312,0.7373987691247142,0.019743245817759696,0.033621943703716774,3.4694653453831656,1.4133557177871346e-05,0.009361215964114914,0.013157209798616046,0.008751952438615263,0.018470801413059235,0.020192098014218653,0.02744141120153169,0.028667232293325167,0.07957224260705213,0.009684682940132916,0.027834962810932968,0.12568871081685243,0.014452110587929686,37.00368332862854,0.1424314754937465,0.07678135236104329
