output_kind,model_key,metric,n,mean,median,std,min,q1,q3,max,ci95_low,ci95_high
blended,conditional,rgb_mask_psnr,141,36.98431189536266,38.0456911740783,4.599006271094755,21.4888242695326,34.907352018002946,39.977444976092265,45.67388013748246,36.22519174998757,37.743432040737744
blended,conditional,band13_global_psnr,192,39.0659963518015,39.1997951816607,3.9956315129557582,27.35375125048829,36.3085045466727,41.95474403586371,48.6569182931904,38.50081101405255,39.63118168955045
blended,conditional,band13_mask_psnr,141,34.216993600253176,34.8211196072995,4.254655700779412,21.499659184546903,31.56765175803969,36.94359832168605,45.595114475109256,33.51471257176313,34.919274628743224
blended,conditional,rgb_global_ssim_standard,192,0.9845395725513214,0.9912863272784732,0.02143292896856326,0.8372985417002822,0.9844025081989007,0.9957481324011884,0.9990204614808232,0.9815078672604884,0.9875712778421544
blended,conditional,rgb_global_rmse,192,0.008475012403003019,0.0073158800753293,0.00553964758243286,0.0020040582971763,0.00560752346096125,0.009433023229128874,0.0461052981916761,0.007691424732384367,0.00925860007362167
blended,conditional,band13_global_rmse,192,0.01237219604508863,0.0109650419343332,0.005942476084135959,0.0036910853305866,0.00798478139102365,0.015295982699103025,0.0428856935074196,0.01153162795421557,0.013212764135961688
blended,conditional,rgb_global_pearson,192,0.9759866446132092,0.989169638046069,0.03746489975801981,0.7250646865822412,0.9757214614112506,0.9953333615003841,0.998962896529588,0.9706872039728976,0.9812860852535207
blended,conditional,band13_global_pearson,192,0.9854908975409025,0.9912070955753502,0.017604464939598427,0.9015462258061118,0.98202422224409,0.9962437222238485,0.9990933553870722,0.9830007316108075,0.9879810634709975
blended,conditional,rgb_global_mse,192,0.00010235369882205946,5.3522220614314896e-05,0.00020183391054181686,4.016249658481172e-06,3.144435285645777e-05,8.898193319096695e-05,0.0021256985213433718,7.380412748924582e-05,0.0001309032701548731
blended,conditional,band13_global_mse,192,0.00018820033499899642,0.0001202321756287309,0.00020538795482201978,1.362411091767159e-05,6.375680199256392e-05,0.00023396990752512338,0.0018391827076123318,0.00015914804120282047,0.00021725262879517237
blended,conditional,rgb_mask_mse,141,0.00046827962484573163,0.0001568306283891392,0.0010783592853138575,2.7077713340675437e-05,0.00010052069957086239,0.0003230463200631679,0.0070976989224164734,0.0002902837254752428,0.0006462755242162204
blended,conditional,rgb_mask_rmse,141,0.016875677542103215,0.012523203599284776,0.013594181964574965,0.005203625019222219,0.010026001175486784,0.017973489368043365,0.08424784224190239,0.014631797716571467,0.019119557367634963
blended,conditional,band13_mask_mse,141,0.0006516591598190613,0.0003295247500397938,0.0009674623395898156,2.757328771323328e-05,0.00020213437120916565,0.0006970032837941531,0.0070800134307549435,0.0004919681073214271,0.0008113502123166954
blended,conditional,band13_mask_rmse,141,0.0221064590720249,0.018152816586959553,0.012811231518629281,0.00525102730075109,0.014217396780323945,0.026400819756101382,0.08414281568116759,0.019991814438035146,0.02422110370601465
blended,gan_resnet,rgb_global_mae,192,0.007660160647593894,0.00609329807333355,0.005663221230067404,0.0018085295514538,0.00472700843313585,0.008278648705550975,0.0423508245735509,0.006859093383687238,0.00846122791150055
blended,gan_resnet,rgb_mask_mae,141,0.01744455847481709,0.0144712810537644,0.011517113524392919,0.0060593346248435,0.0109328785057151,0.0181268196398591,0.0736598413098942,0.01554352325599419,0.019345593693639994
blended,gan_resnet,band13_global_mae,192,0.009691984332740563,0.00833127203212665,0.005632084257163167,0.002365781482697,0.006137874635109449,0.011521718451328801,0.0415866919262489,0.00889532141905747,0.010488647246423656
blended,gan_resnet,band13_mask_mae,141,0.021257297511382413,0.0188580475425204,0.01045001994468127,0.0063046183008627,0.0144622236026965,0.0251728410906364,0.0827578613925334,0.019532398654549445,0.02298219636821538
blended,gan_resnet,rgb_global_psnr,192,41.829844774596204,42.4836401035639,5.004689446536588,24.55521548929695,39.68223040344448,44.51227279047961,53.7474831391038,41.12192736879995,42.537762180392455
blended,gan_resnet,rgb_mask_psnr,141,34.20933151370335,34.602173275065425,3.90538543832683,22.389131532727667,32.56778285002116,36.7819928136726,41.4921472834994,33.564701655222485,34.85396137218421
blended,gan_resnet,band13_global_psnr,192,38.32642223931631,38.163338889025184,4.454720928832488,24.822194158746555,35.32774530717869,41.6543442046073,48.5038040289576,37.69629832909691,38.956546149535704
blended,gan_resnet,band13_mask_psnr,141,31.82035665615149,32.19894825027848,3.490183048136446,20.852172118968653,29.688222113554463,34.232607396004255,42.085686953030994,31.244260841814555,32.39645247048842
blended,gan_resnet,rgb_global_ssim_standard,192,0.9774382612993356,0.9901363390205606,0.035060514427626824,0.7861885072462522,0.9808983861786681,0.9953361466241625,0.9989720464181352,0.9724789229258699,0.9823975996728014
blended,gan_resnet,rgb_global_rmse,192,0.009800498836785658,0.007513080198294549,0.007701116964164923,0.0020541201509568,0.00594821253219615,0.01037319772094445,0.0591887578063506,0.008711169558466911,0.010889828115104404
blended,gan_resnet,band13_global_rmse,192,0.013867713464390648,0.0123554246646317,0.007833700353937437,0.0037567284044948,0.008265782552925125,0.0171259051013893,0.0573971451895769,0.012759630157406969,0.014975796771374327
blended,gan_resnet,rgb_global_pearson,192,0.962482910254197,0.9851041306107025,0.06336782118909853,0.5549178690474348,0.9648875299036473,0.9931600115576124,0.9988345175107995,0.9535194802419329,0.971446340266461
