model_key,model_label,output_kind,band_index,band,n_samples,n_mask_valid_samples,global_mae_mean,global_mae_median,global_mae_std,global_rmse_mean,global_rmse_median,global_rmse_std,global_psnr_mean,global_psnr_median,global_psnr_std,global_bias_mean,global_bias_median,global_bias_std,mask_mae_mean,mask_mae_median,mask_mae_std,mask_rmse_mean,mask_rmse_median,mask_rmse_std,mask_psnr_mean,mask_psnr_median,mask_psnr_std,mask_bias_mean,mask_bias_median,mask_bias_std
conditional,Conditional Patch GAN,blended,7,B8,192,141,0.0119754497452,0.0101811853237,0.00606622117465,0.0154164114319,0.0132254529744,0.00763080376781,37.3247983967,37.5721227598,4.44816570937,-0.00374592161218,-0.00407513114624,0.00954500049436,0.021405381887,0.0179202426225,0.0137396763416,0.0247165219941,0.0210460101364,0.0136432491497,33.1924625868,33.5366044954,4.35829079241,0.00744005567644,0.00431682635099,0.0213017443295
conditional,Conditional Patch GAN,blended,8,B8A,192,141,0.011906241718,0.00928422156721,0.00655312100716,0.0154497742175,0.0127000520006,0.00828920489567,37.4516960899,37.9246746256,4.69667018217,-0.00333390427841,-0.00330020429101,0.00999674593754,0.020238379928,0.0162876676768,0.0135091774025,0.0233319410163,0.0198747191909,0.0133105116932,33.6966652383,34.0339799752,4.18230620192,0.00844920983352,0.00608995230868,0.0200990296329
conditional,Conditional Patch GAN,blended,9,B9,192,141,0.0100738762703,0.00947384396568,0.00540815474523,0.0121953007996,0.0115430979058,0.00578067879847,39.4540725426,38.7535575083,4.90561035436,-0.00373636470613,-0.00364091573283,0.00979561758773,0.0162367787549,0.0124963093549,0.0108151850904,0.0185384522861,0.0157854781722,0.0111190795607,35.9561193198,36.0348451593,4.77046500034,0.00395787745204,0.00319726346061,0.017751753815
conditional,Conditional Patch GAN,blended,10,B10,192,141,0.00172006981893,0.00121827528346,0.00209770411327,0.00237628787943,0.00161553174257,0.0032329350208,56.5152050062,55.8337639031,8.36143966856,-0.00045871454688,-0.00037921150215,0.00197351588392,0.00526796005615,0.00430097663775,0.00407345226173,0.00619209220755,0.00480473651851,0.00493283595917,46.3494957187,46.3666084625,6.17121589246,0.00132421498251,0.00200839643367,0.00563169957264
conditional,Conditional Patch GAN,blended,11,B11,192,141,0.0109077029222,0.00826105102897,0.00734706589817,0.0150572866914,0.0113006895408,0.0104820627178,38.283156982,38.9379047882,5.59881004873,0.000633969759595,-0.00219893921167,0.00927774119032,0.0276908828623,0.0200521219522,0.0220078675185,0.0321501581249,0.0250923838625,0.0233620866325,31.9041119695,32.0091615452,6.08368778484,0.011391787477,0.00688980473205,0.030279292036
conditional,Conditional Patch GAN,blended,12,B12,192,141,0.0098300813382,0.00786859029904,0.00683680348761,0.0134487698136,0.0112697221339,0.00912707852062,39.4069717365,38.961739231,6.05006240073,0.000606099168787,-0.000710708787665,0.00842535195437,0.0240926702419,0.018110986799,0.0195956916889,0.0281304907924,0.0221372545463,0.021743555571,32.9913887752,33.097524823,5.76784009325,0.00794276556372,0.00494587700814,0.0268707126883
conditional,Conditional Patch GAN,raw,0,B1,192,141,0.0188068796948,0.0151891889982,0.0132907676669,0.023331529553,0.0193981975317,0.0146725329275,34.2354223805,34.2447760211,5.334454574,0.00344567376427,-0.00150835467502,0.0183219402761,0.0153699178638,0.00935091637075,0.0172845473295,0.0177231573721,0.0116513944139,0.0177733632415,37.6926442035,38.6724419219,6.34941978408,0.00424061908225,-0.00142008718103,0.0208439212864
conditional,Conditional Patch GAN,raw,1,B2,192,141,0.0155597623864,0.0141407446936,0.0090987642733,0.0191663253499,0.0176071003079,0.0103102829917,35.3690818316,35.0862627325,4.12688688913,-0.00060420203954,-0.00225520972162,0.0134277480471,0.0145695789235,0.00951035879552,0.0136785818433,0.0173060754323,0.011729426165,0.0144871444599,37.3728025908,38.6144646843,5.81382525675,-0.000305535940778,-0.00288617494516,0.0181476431893
conditional,Conditional Patch GAN,raw,2,B3,192,141,0.0166736970738,0.0147975063883,0.00946625077951,0.0205047029958,0.0187696358189,0.0102290311194,34.7011048386,34.5308869227,4.05047170134,-0.00237332204779,-0.0043155841995,0.0154632254202,0.015309829534,0.01020774059,0.0140447445,0.0182526994863,0.0125791034879,0.0148787972999,36.9500338661,38.0070061987,5.91399503566,-0.00501336532323,-0.00556341838092,0.0182803951339
conditional,Conditional Patch GAN,raw,3,B4,192,141,0.0242971136868,0.0225426666439,0.0121590908365,0.0288807509908,0.0269821360707,0.0126762918075,31.7049150271,31.378650368,4.25544688757,-0.0115662717884,-0.0112069193274,0.0198274313821,0.0234745430747,0.0200083944947,0.0172904239166,0.0269427970262,0.0226959740937,0.0176437274832,33.0765003095,32.8810234587,5.61961915693,-0.0122875162334,-0.0152155263349,0.0251555235789
conditional,Conditional Patch GAN,raw,4,B5,192,141,0.020495878136,0.0186654999852,0.0110570558179,0.0247640545507,0.0230439146981,0.0120325088182,33.2465004847,32.7489160937,4.74488444098,-0.00720595478621,-0.00658797565848,0.0172462110647,0.0212725510817,0.0151163237169,0.0187667565951,0.0245057315486,0.0186070711325,0.0190701030297,34.4225648962,34.6064396423,6.39216462174,-0.0108824596184,-0.0122503908351,0.0250185590253
conditional,Conditional Patch GAN,raw,5,B6,192,141,0.0202411242935,0.017921525985,0.0110013349031,0.0251365284748,0.0230726124719,0.0126578670593,33.1921330087,32.7380648813,4.79732905264,-0.00508945952485,-0.001427736599,0.0168068089935,0.0193543753171,0.0133163211867,0.0171709260385,0.0223144531238,0.016430634021,0.0174817248818,34.9998486621,35.686913556,5.80234727421,-0.00597092934783,-0.00661892350763,0.0236423055638
conditional,Conditional Patch GAN,raw,6,B7,192,141,0.0204922100784,0.0184283163399,0.0105853189218,0.0258321593998,0.023864175193,0.0125449340291,32.8143441855,32.4451636952,4.43587092256,-0.00504405257137,-0.0018817060627,0.0154171158006,0.0208366081112,0.0142737431452,0.0181405811364,0.0240254481935,0.0179922621901,0.0180378681088,34.1849322966,34.8982845764,5.53839341959,-0.00784052760391,-0.00550727779046,0.0247716937742
conditional,Conditional Patch GAN,raw,7,B8,192,141,0.0251565239281,0.0224167080596,0.01652435987,0.0311967267286,0.0286999698728,0.0186590495161,31.57095788,30.8424595795,5.1095766832,-0.0130527949277,-0.00610910239629,0.0213101990252,0.0235067770011,0.0164550878108,0.0191058662542,0.0274339747673,0.019822708669,0.0201140019022,33.1082497186,34.0567400347,5.67533488721,-0.0121275709287,-0.00803071260452,0.0255103033028
conditional,Conditional Patch GAN,raw,8,B8A,192,141,0.0233784210007,0.019010335207,0.014297859669,0.0298012498339,0.0250459806994,0.0175492568455,31.9131022755,32.0261040077,5.01092782563,-0.00738964152394,-0.00189788662829,0.0195254196734,0.0220684998731,0.0172281898558,0.0181736823525,0.0256099572561,0.0205542203924,0.018418647773,33.5862378429,33.7419798213,5.5245364072,-0.00858286161104,-0.00639093015343,0.0254777521414
conditional,Conditional Patch GAN,raw,9,B9,192,141,0.0168438566907,0.0148743903264,0.00718791124717,0.0207227063438,0.0187854813412,0.00808997084792,34.3096770719,34.5235535663,3.36704640793,-0.00358876221435,-0.0012126363581,0.0149368452726,0.0195128432267,0.0146963000298,0.0169183172242,0.0223356908695,0.0175405546196,0.0171100997827,35.0728083684,35.1191335736,6.09788874851,0.00549929010837,0.00652825599536,0.0240216475069
conditional,Conditional Patch GAN,raw,10,B10,192,141,0.00578280216905,0.00592731498182,0.00223272875371,0.00697166015076,0.006798801478,0.00302766817147,43.8129299987,43.3513618895,3.49159567658,0.00509865058401,0.00540562113747,0.0024775309285,0.00747774378892,0.00687807425857,0.00528353958542,0.00831836452157,0.00745900501811,0.00578290519316,43.2959235512,42.5463820135,5.57722599637,0.00541071047257,0.00532319722697,0.00635259930412
conditional,Conditional Patch GAN,raw,11,B11,192,141,0.0316261654031,0.0300087351352,0.0159520565001,0.0380516550188,0.0381593741477,0.0172820970081,29.6211493969,28.3679756442,5.20877937692,-0.0201210969326,-0.0164508447051,0.0219320722381,0.0344980586971,0.027487071231,0.0315910797734,0.0391878514284,0.0326248379118,0.0342348938788,30.7587978147,29.7290327466,6.94119344239,-0.020697834388,-0.013455402106,0.0399674034167
conditional,Conditional Patch GAN,raw,12,B12,192,141,0.0329630673089,0.0315285511315,0.0167633701284,0.0390592916265,0.0401417035609,0.0176775805722,29.4293931314,27.9282373383,5.33625149832,-0.0193352846873,-0.0164928734303,0.0233449367774,0.0320473588831,0.0215258020908,0.032498963472,0.0365168454623,0.0252195068841,0.0354238809214,31.3115980953,31.9652681884,6.5430380023,-0.0199337166915,-0.0140437893569,0.0383830131046
